fitness_level,fitness_goals,name,target_muscle,difficulty,equipment,gif,time,reps,circuits,circuits_rest,exercises_rest,weight
beginner,strength,Перекрестные выпады,Ноги,Средний,Нет,https://media1.tenor.com/m/NBJcw4_aS7gAAAAC/cuadricepsms.gif,,12,2,300,30,
beginner,strength,Ягодичный мостик,ягодицы,Начальный,Нет,https://media1.tenor.com/m/3aUtiaBuDSgAAAAC/pilates-is-essential-for-lower-back-pain-relief.gif,,12,2,300,30,
beginner,strength,Russian twists,Пресс,Средний,Нет,https://media1.tenor.com/m/6if10XBukOYAAAAC/gemma-atkinson-celebrity.gif,,15,2,300,30,
beginner,strength,Отжимания с колен,Плечи,Средний,Нет,https://media1.tenor.com/m/kE-XuF8T3GkAAAAC/knees-pushup.gif,,10,2,300,30,
beginner,strength,Планка с подтягиванием коленей к локтям,Пресс,Средний,Нет,https://media1.tenor.com/m/HiN8sMGWuO4AAAAC/abd.gif,25,,2,300,30,
beginner,strength,Подъемы прямых ног,Пресс,Продвинутый,Нет,https://i.pinimg.com/originals/12/08/b1/1208b1c9fc77e1c6da860f0eeecb472e.gif,,7,2,300,30,
beginner,strength,Лодочка,Спина,Начальный,Нет,https://media1.tenor.com/m/BpWq8HxUxeAAAAAC/lumbaresms.gif,,10,2,300,30,
beginner,strength,Боковая планка,Пресс,Средний,Нет,https://media1.tenor.com/m/QSvhLjzJiekAAAAC/prancha-lateral-treino-mestre.gif,20 на каждую,,2,300,30,
beginner,strength,Подъем на икроножных мышцах,Ноги,Средний,Нет,https://media1.tenor.com/m/zJk03-z7WI4AAAAd/calf-raise-workout.gif,,15,2,300,30,
beginner,strength,Бег с высоким подниманием бедра на месте,все тело,Начальный,Нет,https://media1.tenor.com/m/i4lmd-dNA5sAAAAC/knees.gif,12,,2,300,30,
beginner,strength,Кошка-корова,Спина,Начальный,Нет,https://i.gifer.com/origin/c4/c4d190a4c01eb52becd1ae5b1d05836e.gif,,10,2,300,30,
beginner,strength,Поза ребенка,все тело,Начальный,Нет,https://media1.tenor.com/m/mn7vHmeSBVIAAAAC/namaste-meditate.gif,30,,2,300,30,
intermediate,strength,Jumping Jacks,все тело,Начальный,Нет,https://media1.tenor.com/m/9YRh0wV0VosAAAAd/exercise-workout.gif,60,,2,240,20,
intermediate,strength,Берпи с прыжком,все тело,Средний,Нет,https://media1.tenor.com/m/NDqoNHRDhX4AAAAd/burpees-legs-day.gif,30,,2,240,20,
intermediate,strength,Перекрестные выпады,Ноги,Средний,Нет,https://media1.tenor.com/m/NBJcw4_aS7gAAAAC/cuadricepsms.gif,,15,2,240,20,
intermediate,strength,Ягодичный мостик,ягодицы,Начальный,Нет,https://media1.tenor.com/m/3aUtiaBuDSgAAAAC/pilates-is-essential-for-lower-back-pain-relief.gif,,15,2,240,20,
intermediate,strength,Russian twists,Пресс,Средний,Нет,https://media1.tenor.com/m/6if10XBukOYAAAAC/gemma-atkinson-celebrity.gif,,20,2,240,20,
intermediate,strength,Отжимания,Плечи,Средний,Нет,https://media1.tenor.com/m/W83bPDWTkawAAAAC/pushup-body-weight-training.gif,,10,2,240,20,
intermediate,strength,Планка с подтягиванием коленей к локтям,Пресс,Средний,Нет,https://media1.tenor.com/m/HiN8sMGWuO4AAAAC/abd.gif,35,,2,240,20,
intermediate,strength,Подъемы прямых ног,Пресс,Продвинутый,Нет,https://i.pinimg.com/originals/12/08/b1/1208b1c9fc77e1c6da860f0eeecb472e.gif,,10,2,240,20,
intermediate,strength,Лодочка,Спина,Начальный,Нет,https://media1.tenor.com/m/BpWq8HxUxeAAAAAC/lumbaresms.gif,,12,2,240,20,
intermediate,strength,Боковая планка,Пресс,Средний,Нет,https://media1.tenor.com/m/QSvhLjzJiekAAAAC/prancha-lateral-treino-mestre.gif,25 на каждую,,2,240,20,
intermediate,strength,Подъем на икроножных мышцах,Ноги,Средний,Нет,https://media1.tenor.com/m/zJk03-z7WI4AAAAd/calf-raise-workout.gif,,20,2,240,20,
intermediate,strength,Бег с высоким подниманием бедра на месте,все тело,Начальный,Нет,https://media1.tenor.com/m/i4lmd-dNA5sAAAAC/knees.gif,15,,2,240,20,
intermediate,strength,Кошка-корова,Спина,Начальный,Нет,https://i.gifer.com/origin/c4/c4d190a4c01eb52becd1ae5b1d05836e.gif,,12,2,240,20,
intermediate,strength,Поза ребенка,все тело,Начальный,Нет,https://media1.tenor.com/m/mn7vHmeSBVIAAAAC/namaste-meditate.gif,30,,2,240,20,
advanced,strength,Jumping Jacks,все тело,Начальный,Нет,https://media1.tenor.com/m/9YRh0wV0VosAAAAd/exercise-workout.gif,60,,3,180,15,
advanced,strength,Берпи с прыжком и отжиманием,все тело,Средний,Нет,https://media1.tenor.com/m/u2-VJiigKCkAAAAC/exercise-jump.gif,30,,3,180,15,
advanced,strength,Перекрестные выпады,Ноги,Средний,Нет,https://media1.tenor.com/m/NBJcw4_aS7gAAAAC/cuadricepsms.gif,,15,3,180,15,
advanced,strength,Ягодичный мостик,ягодицы,Начальный,Нет,https://media1.tenor.com/m/3aUtiaBuDSgAAAAC/pilates-is-essential-for-lower-back-pain-relief.gif,,20,3,180,15,
advanced,strength,Russian twists,Пресс,Средний,Нет,https://media1.tenor.com/m/6if10XBukOYAAAAC/gemma-atkinson-celebrity.gif,,25,3,180,15,
advanced,strength,Отжимания,Плечи,Средний,Нет,https://media1.tenor.com/m/W83bPDWTkawAAAAC/pushup-body-weight-training.gif,,15,3,180,15,
advanced,strength,Планка с подтягиванием коленей к локтям,Пресс,Средний,Нет,https://media1.tenor.com/m/HiN8sMGWuO4AAAAC/abd.gif,60,,3,180,15,
advanced,strength,Подъемы прямых ног,Пресс,Продвинутый,Нет,https://i.pinimg.com/originals/12/08/b1/1208b1c9fc77e1c6da860f0eeecb472e.gif,,15,3,180,15,
advanced,strength,Лодочка,Спина,Начальный,Нет,https://media1.tenor.com/m/BpWq8HxUxeAAAAAC/lumbaresms.gif,,15,3,180,15,
advanced,strength,Боковая планка,Пресс,Средний,Нет,https://media1.tenor.com/m/QSvhLjzJiekAAAAC/prancha-lateral-treino-mestre.gif,30 на каждую,,3,180,15,
advanced,strength,Подъем на икроножных мышцах,Ноги,Средний,Нет,https://media1.tenor.com/m/zJk03-z7WI4AAAAd/calf-raise-workout.gif,,25,3,180,15,
advanced,strength,Бег с высоким подниманием бедра на месте,все тело,Начальный,Нет,https://media1.tenor.com/m/i4lmd-dNA5sAAAAC/knees.gif,20,,3,180,15,
advanced,strength,Кошка-корова,Спина,Начальный,Нет,https://i.gifer.com/origin/c4/c4d190a4c01eb52becd1ae5b1d05836e.gif,,15,3,180,15,
advanced,strength,Поза ребенка,все тело,Начальный,Нет,https://media1.tenor.com/m/mn7vHmeSBVIAAAAC/namaste-meditate.gif,30,,3,180,15,
beginner,strength,Легкое кардио: беговая дорожка на низкой скорости / элипсоид / велотренажер,Кардио,,gym,,360,,,,,
beginner,strength,Жим штанги лежа,Грудь,,gym,https://www.google.com/url?sa=i&url=https%3A%2F%2Finstructorpro.ru%2Fgilotinnyj-zhim%2F&psig=AOvVaw1OCHU1dFzEwLa_mDKJ-v3_&ust=1740146668806000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCMi40NO10osDFQAAAAAdAAAAABAE,,10,3,60,,20-40
beginner,strength,Отжимания классические,Грудь,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/JJ1BWht6cbvATAYh-4-1-4.gif,,10,3,60,,
beginner,strength,Подтягивания со своим весом,Спина,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/1ILYXtNz80a6Pj6k-16-1-3.gif,,4,3,60,,
beginner,strength,Тяга среднего блока,Спина,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/GWtvzgiwJBuDQmS0-16-1-1.gif,,8,2,60,,10-20
beginner,strength,Жим гантелей над головой сидя / стоя,Плечи,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/jWOCSF7Dw9SvYfMj-6-2-3.gif,,10,3,60,,5-10
beginner,strength,"Приседания в тренажере (вес указан только дополнительный, без учета платформы)",Квадрицепсы,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/o4EeavoC9GJVwppI-11-1-4.gif,,8,3,60,,50
beginner,strength,Экстензия на квадрицепсы,Квадрицепсы,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/ilTG6pXrcdT6yerW-11-1-5.gif,,8,2,60,,30
beginner,strength,Гиперэкстензия (с блином),"задняя поверхность бедра, ягодицы",,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/hoRs4YFK27FIqjjQ-16-1-5.gif,,8,2,60,,0
beginner,strength,Румынская тяга,"задняя поверхность бедра, ягодицы",,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/PhUNSY2IfUTO7i4L-13-1-1.gif,,8,3,60,,20
beginner,strength,Поднятие штанги (прямой / ez) на бицепс стоя,Бицепс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/1ehIp1r1YAquli22-2-2-1.gif,,8,2,60,,10-20
beginner,strength,Тяга верхнего блока на трицепс вниз,Трицепс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/Bu4UxH9bwkXjSVbD-1-4-2.gif,,8,2,60,,10
beginner,strength,Подъемы корпуса на наклонной скамье (с блином),Пресс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/WLvmn2M38GCN3lYJ-7-1-3.gif,,12,2,60,,0
beginner,strength,Суперсет на шею: ,Шея,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/yZLX7VQWL0KUyKog-10-1-2.gif,,12,2,60,,0
intermediate,strength,Легкое кардио: беговая дорожка на низкой скорости / элипсоид / велотренажер,Кардио,,gym,,600,,,,,
intermediate,strength,Жим штанги лежа,Грудь,,gym,https://www.google.com/url?sa=i&url=https%3A%2F%2Finstructorpro.ru%2Fgilotinnyj-zhim%2F&psig=AOvVaw1OCHU1dFzEwLa_mDKJ-v3_&ust=1740146668806000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCMi40NO10osDFQAAAAAdAAAAABAE,,10,3,60,,40-60
intermediate,strength,Отжимания классические,Грудь,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/JJ1BWht6cbvATAYh-4-1-4.gif,,12,3,60,,
intermediate,strength,Подтягивания со своим весом,Спина,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/1ILYXtNz80a6Pj6k-16-1-3.gif,,8,3,60,,
intermediate,strength,Тяга среднего блока,Спина,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/GWtvzgiwJBuDQmS0-16-1-1.gif,,8,2,60,,20-30
intermediate,strength,Жим гантелей над головой сидя / стоя,Плечи,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/jWOCSF7Dw9SvYfMj-6-2-3.gif,,10,3,60,,10-20
intermediate,strength,"Приседания в тренажере (вес указан только дополнительный, без учета платформы)",Квадрицепсы,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/o4EeavoC9GJVwppI-11-1-4.gif,,10,3,60,,100
intermediate,strength,Экстензия на квадрицепсы,Квадрицепсы,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/ilTG6pXrcdT6yerW-11-1-5.gif,,8,2,60,,40-50
intermediate,strength,Гиперэкстензия (с блином),"задняя поверхность бедра, ягодицы",,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/hoRs4YFK27FIqjjQ-16-1-5.gif,,10,2,60,,5
intermediate,strength,Румынская тяга,"задняя поверхность бедра, ягодицы",,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/PhUNSY2IfUTO7i4L-13-1-1.gif,,8,3,60,,20-40
intermediate,strength,Поднятие штанги (прямой / ez) на бицепс стоя,Бицепс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/1ehIp1r1YAquli22-2-2-1.gif,,8,3,60,,20-30
intermediate,strength,Тяга верхнего блока на трицепс вниз,Трицепс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/Bu4UxH9bwkXjSVbD-1-4-2.gif,,8,3,60,,15-20
intermediate,strength,Подъемы корпуса на наклонной скамье (с блином),Пресс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/WLvmn2M38GCN3lYJ-7-1-3.gif,,15,2,60,,5
intermediate,strength,Суперсет на шею: ,Шея,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/yZLX7VQWL0KUyKog-10-1-2.gif,,15,2,60,,5
advanced,strength,Легкое кардио: беговая дорожка на низкой скорости / элипсоид / велотренажер,Кардио,,gym,,1200,,,,,
advanced,strength,Жим штанги лежа,Грудь,,gym,https://www.google.com/url?sa=i&url=https%3A%2F%2Finstructorpro.ru%2Fgilotinnyj-zhim%2F&psig=AOvVaw1OCHU1dFzEwLa_mDKJ-v3_&ust=1740146668806000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCMi40NO10osDFQAAAAAdAAAAABAE,,10,3,,,60-70
advanced,strength,Отжимания классические,Грудь,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/JJ1BWht6cbvATAYh-4-1-4.gif,,20,3,,,
advanced,strength,Подтягивания со своим весом,Спина,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/1ILYXtNz80a6Pj6k-16-1-3.gif,,12,3,,,
advanced,strength,Тяга среднего блока,Спина,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/GWtvzgiwJBuDQmS0-16-1-1.gif,,8,2,,,30-50
advanced,strength,Жим гантелей над головой сидя / стоя,Плечи,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/jWOCSF7Dw9SvYfMj-6-2-3.gif,,15,3,,,20-30
advanced,strength,"Приседания в тренажере (вес указан только дополнительный, без учета платформы)",Квадрицепсы,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/o4EeavoC9GJVwppI-11-1-4.gif,,10,3,,,150
advanced,strength,Экстензия на квадрицепсы,Квадрицепсы,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/ilTG6pXrcdT6yerW-11-1-5.gif,,8,2,,,50-60
advanced,strength,Гиперэкстензия (с блином),"задняя поверхность бедра, ягодицы",,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/hoRs4YFK27FIqjjQ-16-1-5.gif,,15,2,,,10
advanced,strength,Румынская тяга,"задняя поверхность бедра, ягодицы",,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/PhUNSY2IfUTO7i4L-13-1-1.gif,,8,3,,,40-60
advanced,strength,Поднятие штанги (прямой / ez) на бицепс стоя,Бицепс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/1ehIp1r1YAquli22-2-2-1.gif,,8,3,,,30-50
advanced,strength,Тяга верхнего блока на трицепс вниз,Трицепс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/Bu4UxH9bwkXjSVbD-1-4-2.gif,,8,3,,,20-30
advanced,strength,Подъемы корпуса на наклонной скамье (с блином),Пресс,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/WLvmn2M38GCN3lYJ-7-1-3.gif,,20,2,,,5-10
advanced,strength,Суперсет на шею: ,Шея,,gym,https://archive.prosto.academy/uploads/images/gallery/2023-07/yZLX7VQWL0KUyKog-10-1-2.gif,,20,2,,,5-10
